Date,Open,High,Low,Close,Adj Close,Volume
2023-03-18,156.0800018310547,156.74000549316406,154.27999877929688,155.0,154.1770477294922,98944600.0
2023-03-19,156.0800018310547,156.74000549316406,154.27999877929688,155.0,154.1770477294922,98944600.0
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.5642852783203,73641400.0
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.434326171875,73938300.0
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.9920196533203,75701800.0
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,158.08616638183594,67622100.0
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.399169921875,59196500.0
2023-03-25,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.399169921875,59196500.0
2023-03-26,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.399169921875,59196500.0
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.43963623046875,52390300.0
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.81297302246094,45992200.0
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.9164276123047,51305700.0
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.49798583984375,49501700.0
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.02447509765625,68749800.0
2023-04-01,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.02447509765625,68749800.0
2023-04-02,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.02447509765625,68749800.0
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.28775024414062,56976200.0
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.7506103515625,46278300.0
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.89053344726562,51511700.0
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.7857666015625,45390100.0
2023-04-07,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.7857666015625,45390100.0
2023-04-08,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.7857666015625,45390100.0
2023-04-09,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.7857666015625,45390100.0
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,161.1697235107422,47716900.0
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.94625854492188,47644200.0
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.25,50133100.0
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.68099975585938,68445600.0
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.33285522460938,49386500.0
2023-04-15,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.33285522460938,49386500.0
2023-04-16,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.33285522460938,49386500.0
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.3527374267578,41516200.0
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.58616638183594,49923000.0
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.74000549316406,47720200.0
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.7651824951172,52456400.0
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.14385986328125,58337300.0
2023-04-22,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.14385986328125,58337300.0
2023-04-23,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.14385986328125,58337300.0
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.4521942138672,41949600.0
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.90049743652344,48714100.0
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.89053344726562,45498800.0
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.51583862304688,64902300.0
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.7790985107422,55209200.0
2023-04-29,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.7790985107422,55209200.0
2023-04-30,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.7790985107422,55209200.0
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,168.6895751953125,52472900.0
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.64517211914062,48425700.0
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.5609588623047,65136000.0
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.90975952148438,81235400.0
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.6484832763672,113316400.0
2023-05-06,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.6484832763672,113316400.0
2023-05-07,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.6484832763672,113316400.0
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.57882690429688,55962800.0
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.85801696777344,45326900.0
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.6385040283203,53724500.0
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.82748413085938,49514700.0
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.89120483398438,45497800.0
2023-05-13,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.89120483398438,45497800.0
2023-05-14,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.89120483398438,45497800.0
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.39317321777344,37266700.0
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.39317321777344,42110300.0
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,172.01072692871094,57951600.0
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.36143493652344,65496700.0
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.4710235595703,55772400.0
2023-05-20,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.4710235595703,55772400.0
2023-05-21,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.4710235595703,55772400.0
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.5147705078125,43570900.0
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.88516235351562,50747300.0
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,171.1640625,45143500.0
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.30955505371094,56058300.0
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000.0
2023-05-27,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000.0
2023-05-28,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000.0
2023-05-29,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000.0
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.60260009765625,55964400.0
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.5527801513672,99625300.0
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,179.38160705566406,68901800.0
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.23822021484375,61945900.0
2023-06-03,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.23822021484375,61945900.0
2023-06-04,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.23822021484375,61945900.0
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,178.87362670898438,121946500.0
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.5050811767578,64848400.0
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,177.1205596923828,61944600.0
2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,179.8597412109375,50214900.0
2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,180.24818420410156,48870700.0
2023-06-10,181.5,182.22999572753906,180.6300048828125,180.9600067138672,180.24818420410156,48870700.0
2023-06-11,181.5,182.22999572753906,180.6300048828125,180.9600067138672,180.24818420410156,48870700.0
2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,183.0670623779297,54274900.0
2023-06-13,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,182.5889434814453,54929100.0
2023-06-14,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,183.2264404296875,57462900.0
2023-06-15,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,185.2783203125,65433200.0
2023-06-16,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,184.19261169433594,101235600.0
2023-06-17,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,184.19261169433594,101235600.0
2023-06-18,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,184.19261169433594,101235600.0
2023-06-19,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,184.19261169433594,101235600.0
2023-06-20,184.41000366210938,186.10000610351562,184.41000366210938,185.00999450683594,184.28225708007812,49799100.0
2023-06-21,184.89999389648438,185.41000366210938,182.58999633789062,183.9600067138672,183.2364044189453,49515700.0
2023-06-22,183.74000549316406,187.0500030517578,183.6699981689453,187.0,186.26443481445312,51245300.0
2023-06-23,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,185.94569396972656,53079300.0
2023-06-24,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,185.94569396972656,53079300.0
2023-06-25,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,185.94569396972656,53079300.0
2023-06-26,186.8300018310547,188.0500030517578,185.22999572753906,185.27000427246094,184.54122924804688,48088700.0
2023-06-27,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859375,187.32025146484375,50730800.0
2023-06-28,187.92999267578125,189.89999389648438,187.60000610351562,189.25,188.50558471679688,51216800.0
2023-06-29,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789062,188.84425354003906,46347300.0
2023-06-30,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,193.20703125,85069600.0
2023-07-01,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,193.20703125,85069600.0
2023-07-02,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,193.20703125,85069600.0
2023-07-03,193.77999877929688,193.8800048828125,191.75999450683594,192.4600067138672,191.70297241210938,31458200.0
2023-07-04,193.77999877929688,193.8800048828125,191.75999450683594,192.4600067138672,191.70297241210938,31458200.0
2023-07-05,191.57000732421875,192.97999572753906,190.6199951171875,191.3300018310547,190.577392578125,46920300.0
2023-07-06,189.83999633789062,192.02000427246094,189.1999969482422,191.80999755859375,191.05551147460938,45094300.0
2023-07-07,191.41000366210938,192.6699981689453,190.24000549316406,190.67999267578125,189.92994689941406,46778000.0
2023-07-08,191.41000366210938,192.6699981689453,190.24000549316406,190.67999267578125,189.92994689941406,46778000.0
2023-07-09,191.41000366210938,192.6699981689453,190.24000549316406,190.67999267578125,189.92994689941406,46778000.0
2023-07-10,189.25999450683594,189.99000549316406,187.0399932861328,188.61000061035156,187.86810302734375,59922200.0
2023-07-11,189.16000366210938,189.3000030517578,186.60000610351562,188.0800018310547,187.34019470214844,46638100.0
2023-07-12,189.67999267578125,191.6999969482422,188.47000122070312,189.77000427246094,189.02354431152344,60750200.0
2023-07-13,190.5,191.19000244140625,189.77999877929688,190.5399932861328,189.79049682617188,41342300.0
2023-07-14,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,189.93992614746094,41573900.0
2023-07-15,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,189.93992614746094,41573900.0
2023-07-16,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,189.93992614746094,41573900.0
2023-07-17,191.89999389648438,194.32000732421875,191.80999755859375,193.99000549316406,193.22694396972656,50520200.0
2023-07-18,193.35000610351562,194.3300018310547,192.4199981689453,193.72999572753906,192.9679718017578,48353800.0
2023-07-19,193.10000610351562,198.22999572753906,192.64999389648438,195.10000610351562,194.33258056640625,80507300.0
2023-07-20,195.08999633789062,196.47000122070312,192.5,193.1300048828125,192.37033081054688,59581200.0
2023-07-21,194.10000610351562,194.97000122070312,191.22999572753906,191.94000244140625,191.18499755859375,71917800.0
2023-07-22,194.10000610351562,194.97000122070312,191.22999572753906,191.94000244140625,191.18499755859375,71917800.0
2023-07-23,194.10000610351562,194.97000122070312,191.22999572753906,191.94000244140625,191.18499755859375,71917800.0
2023-07-24,193.41000366210938,194.91000366210938,192.25,192.75,191.9918212890625,45377800.0
2023-07-25,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,192.85838317871094,37283200.0
2023-07-26,193.6699981689453,195.63999938964844,193.32000732421875,194.5,193.73492431640625,47471900.0
2023-07-27,196.02000427246094,197.1999969482422,192.5500030517578,193.22000122070312,192.45997619628906,47460200.0
2023-07-28,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,195.05970764160156,48291400.0
2023-07-29,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,195.05970764160156,48291400.0
2023-07-30,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,195.05970764160156,48291400.0
2023-07-31,196.05999755859375,196.49000549316406,195.25999450683594,196.4499969482422,195.67726135253906,38824100.0
2023-08-01,196.24000549316406,196.72999572753906,195.27999877929688,195.61000061035156,194.840576171875,35175100.0
2023-08-02,195.0399932861328,195.17999267578125,191.85000610351562,192.5800018310547,191.82249450683594,50389300.0
2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,190.41802978515625,61235200.0
2023-08-04,185.52000427246094,187.3800048828125,181.9199981689453,181.99000549316406,181.27415466308594,115799700.0
2023-08-05,185.52000427246094,187.3800048828125,181.9199981689453,181.99000549316406,181.27415466308594,115799700.0
2023-08-06,185.52000427246094,187.3800048828125,181.9199981689453,181.99000549316406,181.27415466308594,115799700.0
2023-08-07,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,178.14649963378906,97576100.0
2023-08-08,179.69000244140625,180.27000427246094,177.5800018310547,179.8000030517578,179.09275817871094,67823000.0
2023-08-09,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,177.48910522460938,60378500.0
2023-08-10,179.47999572753906,180.75,177.60000610351562,177.97000122070312,177.26995849609375,54686900.0
2023-08-11,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,177.3297882080078,51988100.0
2023-08-12,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,177.3297882080078,51988100.0
2023-08-13,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,177.3297882080078,51988100.0
2023-08-14,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,178.99549865722656,43675600.0
2023-08-15,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,176.9906768798828,43622600.0
2023-08-16,177.1300048828125,178.5399932861328,176.5,176.57000732421875,176.1129608154297,46964900.0
2023-08-17,177.13999938964844,177.50999450683594,173.47999572753906,174.0,173.54962158203125,66062900.0
2023-08-18,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,174.03836059570312,61114200.0
2023-08-19,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,174.03836059570312,61114200.0
2023-08-20,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,174.03836059570312,61114200.0
2023-08-21,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,175.3848419189453,46311900.0
2023-08-22,177.05999755859375,177.67999267578125,176.25,177.22999572753906,176.77125549316406,42084200.0
2023-08-23,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,180.65118408203125,52722800.0
2023-08-24,180.6699981689453,181.10000610351562,176.00999450683594,176.3800048828125,175.9234619140625,54945800.0
2023-08-25,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,178.14768981933594,51449600.0
2023-08-26,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,178.14768981933594,51449600.0
2023-08-27,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,178.14768981933594,51449600.0
2023-08-28,180.08999633789062,180.58999633789062,178.5500030517578,180.19000244140625,179.72360229492188,43820700.0
2023-08-29,179.6999969482422,184.89999389648438,179.5,184.1199951171875,183.64340209960938,53003900.0
2023-08-30,184.94000244140625,187.85000610351562,184.74000549316406,187.64999389648438,187.16427612304688,60813900.0
2023-08-31,187.83999633789062,189.1199951171875,187.47999572753906,187.8699951171875,187.38369750976562,60794500.0
2023-09-01,189.49000549316406,189.9199981689453,188.27999877929688,189.4600067138672,188.96958923339844,45732600.0
2023-09-02,189.49000549316406,189.9199981689453,188.27999877929688,189.4600067138672,188.96958923339844,45732600.0
2023-09-03,189.49000549316406,189.9199981689453,188.27999877929688,189.4600067138672,188.96958923339844,45732600.0
2023-09-04,189.49000549316406,189.9199981689453,188.27999877929688,189.4600067138672,188.96958923339844,45732600.0
2023-09-05,188.27999877929688,189.97999572753906,187.61000061035156,189.6999969482422,189.20896911621094,45280000.0
2023-09-06,188.39999389648438,188.85000610351562,181.47000122070312,182.91000366210938,182.43653869628906,81755800.0
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,177.1003875732422,112488800.0
2023-09-08,178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,177.71878051757812,65551300.0
2023-09-09,178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,177.71878051757812,65551300.0
2023-09-10,178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,177.71878051757812,65551300.0
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,178.89573669433594,58953100.0
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,175.8436737060547,90370200.0
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,173.7590789794922,84267900.0
2023-09-14,174.0,176.10000610351562,173.5800018310547,175.74000549316406,175.2851104736328,60895800.0
2023-09-15,176.47999572753906,176.5,173.82000732421875,175.00999450683594,174.55699157714844,109205100.0
2023-09-16,176.47999572753906,176.5,173.82000732421875,175.00999450683594,174.55699157714844,109205100.0
2023-09-17,176.47999572753906,176.5,173.82000732421875,175.00999450683594,174.55699157714844,109205100.0
2023-09-18,176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,177.50933837890625,67257600.0
2023-09-19,177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,178.6064910888672,51826900.0
2023-09-20,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,175.03575134277344,58436200.0
2023-09-21,174.5500030517578,176.3000030517578,173.86000061035156,173.92999267578125,173.4797821044922,63047900.0
2023-09-22,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,174.3375701904297,56725400.0
2023-09-23,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,174.3375701904297,56725400.0
2023-09-24,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,174.3375701904297,56725400.0
2023-09-25,174.1999969482422,176.97000122070312,174.14999389648438,176.0800018310547,175.62423706054688,46172700.0
2023-09-26,174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,171.514892578125,64588900.0
2023-09-27,172.6199951171875,173.0399932861328,169.0500030517578,170.42999267578125,169.9888458251953,66921800.0
2023-09-28,169.33999633789062,172.02999877929688,167.6199951171875,170.69000244140625,170.24818420410156,56294400.0
2023-09-29,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,170.766845703125,51814200.0
2023-09-30,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,170.766845703125,51814200.0
2023-10-01,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,170.766845703125,51814200.0
2023-10-02,171.22000122070312,174.3000030517578,170.92999267578125,173.75,173.3002471923828,52164500.0
2023-10-03,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,171.9537353515625,49594600.0
2023-10-04,171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,173.2104949951172,53020300.0
2023-10-05,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,174.45726013183594,48527900.0
2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,177.03057861328125,57224100.0
2023-10-07,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,177.03057861328125,57224100.0
2023-10-08,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,177.03057861328125,57224100.0
2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,178.52670288085938,42390800.0
2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,177.92825317382812,43698000.0
2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,179.3345947265625,47551100.0
2023-10-12,180.07000732421875,182.33999633789062,179.0399932861328,180.7100067138672,180.24224853515625,56743100.0
2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,178.38706970214844,51427100.0
2023-10-14,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,178.38706970214844,51427100.0
2023-10-15,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,178.38706970214844,51427100.0
2023-10-16,176.75,179.0800018310547,176.50999450683594,178.72000122070312,178.25738525390625,52517000.0
2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,176.6914520263672,57549400.0
2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,175.3848419189453,54764400.0
2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,175.00584411621094,59302900.0
2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,172.43251037597656,64189300.0
2023-10-21,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,172.43251037597656,64189300.0
2023-10-22,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,172.43251037597656,64189300.0
2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,173.0,172.5522003173828,55980100.0
2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,172.99105834960938,43816600.0
2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,170.65711975097656,57157000.0
2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,166.4580078125,70625300.0
2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,167.78456115722656,58499100.0
2023-10-28,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,167.78456115722656,58499100.0
2023-10-29,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,167.78456115722656,58499100.0
2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,169.8491973876953,51131000.0
2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,170.32797241210938,44846000.0
2023-11-01,171.0,174.22999572753906,170.1199951171875,173.97000122070312,173.51968383789062,56934900.0
2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,177.11036682128906,77334800.0
2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,176.19273376464844,79763700.0
2023-11-04,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,176.19273376464844,79763700.0
2023-11-05,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,176.19273376464844,79763700.0
2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,178.7660675048828,63841300.0
2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,181.349365234375,70530000.0
2023-11-08,182.35000610351562,183.4499969482422,181.58999633789062,182.88999938964844,182.41659545898438,49340300.0
2023-11-09,182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210938,181.93783569335938,53763500.0
2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,186.16244506835938,66133400.0
2023-11-11,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,186.16244506835938,66133400.0
2023-11-12,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,186.16244506835938,66133400.0
2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,184.5644989013672,43627500.0
2023-11-14,187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,187.2011260986328,60108400.0
2023-11-15,187.85000610351562,189.5,187.77999877929688,188.00999450683594,187.7703857421875,53790500.0
2023-11-16,189.57000732421875,190.9600067138672,188.64999389648438,189.7100067138672,189.46824645996094,54412900.0
2023-11-17,190.25,190.3800048828125,188.57000732421875,189.69000244140625,189.44825744628906,50922700.0
2023-11-18,190.25,190.3800048828125,188.57000732421875,189.69000244140625,189.44825744628906,50922700.0
2023-11-19,190.25,190.3800048828125,188.57000732421875,189.69000244140625,189.44825744628906,50922700.0
2023-11-20,189.88999938964844,191.91000366210938,189.8800048828125,191.4499969482422,191.2060089111328,46505100.0
2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.3970489501953,38134500.0
2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.06619262695312,39617700.0
2023-11-23,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.06619262695312,39617700.0
2023-11-24,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.7279052734375,24048300.0
2023-11-25,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.7279052734375,24048300.0
2023-11-26,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.7279052734375,24048300.0
2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,189.54812622070312,40552600.0
2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,190.1573486328125,38415400.0
2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,189.128662109375,43014200.0
2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,189.70791625976562,48794400.0
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,190.9962921142578,45679300.0
2023-12-02,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,190.9962921142578,45679300.0
2023-12-03,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,190.9962921142578,45679300.0
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,189.18858337402344,43389500.0
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,193.1735076904297,66628400.0
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,192.07492065429688,41089700.0
2023-12-07,193.6300048828125,195.0,193.58999633789062,194.27000427246094,194.02243041992188,47477700.0
2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,195.46058654785156,53377300.0
2023-12-09,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,195.46058654785156,53377300.0
2023-12-10,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,195.46058654785156,53377300.0
